date, value,,,,
41509,15010.51,,,,
41512,14946.46,,,,
41513,14776.13,,,,
41514,14824.51,,,,
41515,14840.95,,,,
41516,14810.31,,,,
41520,14833.96,,,,
41521,14930.87,,,,
41522,14937.48,,,,
41523,14922.5,,,,
41526,15063.12,,,,
41527,15191.06,,,,
41528,15326.6,,,,
41529,15300.64,,,,
41530,15376.06,,,,
41533,15494.78,,,,
41534,15529.73,,,,
41535,15676.94,,,,
41536,15636.55,,,,
41537,15451.09,,,,
41540,15401.38,,,,
41541,15334.59,,,,
41542,15273.26,,,,
41543,15328.3,,,,
41544,15258.24,,,,
41547,15129.67,,,,
41548,15191.7,,,,
41549,15133.14,,,,
41550,14996.48,,,,
41551,15072.58,,,,
41554,14936.24,,,,
41555,14776.53,,,,
41556,14802.98,,,,
41557,15126.07,,,,
41558,15237.11,,,,
41561,15301.26,,,,
41562,15168.01,,,,
41563,15373.83,,,,
41564,15371.65,,,,
41565,15399.65,,,,
41568,15392.2,,,,
41569,15467.66,,,,
41570,15413.33,,,,
41571,15509.21,,,,
41572,15570.28,,,,
41575,15568.93,,,,
41576,15680.35,,,,
41577,15618.76,,,,
41578,15545.75,,,,
41579,15615.55,,,,
41582,15639.12,,,,
41583,15618.22,,,,
41584,15746.88,,,,
41585,15593.98,,,,
41586,15761.78,,,,
41589,15783.1,,,,
41590,15750.67,,,,
41591,15821.63,,,,
41592,15876.22,,,,
41593,15961.7,,,,
41596,15976.02,,,,
41597,15967.03,,,,
41598,15900.82,,,,
41599,16009.99,,,,
41600,16064.77,,,,
41603,16072.54,,,,
41604,16072.8,,,,
41605,16097.33,,,,
41607,16086.41,,,,
41610,16008.77,,,,
41611,15914.62,,,,
41612,15889.77,,,,
41613,15821.51,,,,
41614,16020.2,,,,
41617,16025.53,,,,
41618,15973.13,,,,
41619,15843.53,,,,
41620,15739.43,,,,
41621,15755.36,,,,
41624,15884.57,,,,
41625,15875.26,,,,
41626,16167.97,,,,
41627,16179.08,,,,
41628,16221.14,,,,
41631,16294.61,,,,
41632,16357.55,,,,
41634,16479.88,,,,
41635,16478.41,,,,
41638,16504.29,,,,
41639,16576.66,,,,
41641,16441.35,,,,
41642,16469.99,,,,
41645,16425.1,,,,
41646,16530.94,,,,
41647,16462.74,,,,
41648,16444.76,,,,
41649,16437.05,,,,
41652,16257.94,,,,
41653,16373.86,,,,
41654,16481.94,,,,
41655,16417.01,,,,
41656,16458.56,,,,
41660,16414.44,,,,
41661,16373.34,,,,
41662,16197.35,,,,
41663,15879.11,,,,
41666,15837.88,,,,
41667,15928.56,,,,
41668,15738.79,,,,
41669,15848.61,,,,
41670,15698.85,,,,
41673,15372.8,,,,
41674,15445.24,,,,
41675,15440.23,,,,
41676,15628.53,,,,
41677,15794.08,,,,
41680,15801.79,,,,
41681,15994.77,,,,
41682,15963.94,,,,
41683,16027.59,,,,
41684,16154.39,,,,
41688,16130.4,,,,
41689,16040.56,,,,
41690,16133.23,,,,
41691,16103.3,,,,
41694,16207.14,,,,
41695,16179.66,,,,
41696,16198.41,,,,
41697,16272.65,,,,
41698,16321.71,,,,
41701,16168.03,,,,
41702,16395.88,,,,
41703,16360.18,,,,
41704,16421.89,,,,
41705,16452.72,,,,
41708,16418.68,,,,
41709,16351.25,,,,
41710,16340.08,,,,
41711,16108.89,,,,
41712,16065.67,,,,
41715,16247.22,,,,
41716,16336.19,,,,
41717,16222.17,,,,
41718,16331.05,,,,
41719,16302.77,,,,
41722,16276.69,,,,
41723,16367.88,,,,
41724,16268.99,,,,
41725,16264.23,,,,
41726,16323.06,,,,
41729,16457.66,,,,
41730,16532.61,,,,
41731,16573,,,,
41732,16572.55,,,,
41733,16412.71,,,,
41736,16245.87,,,,
41737,16256.14,,,,
41738,16437.18,,,,
41739,16170.22,,,,
41740,16026.75,,,,
41743,16173.24,,,,
41744,16262.56,,,,
41745,16424.85,,,,
41746,16408.54,,,,
41750,16449.25,,,,
41751,16514.37,,,,
41752,16501.65,,,,
41753,16501.65,,,,
41754,16361.46,,,,
41757,16448.74,,,,
41758,16535.37,,,,
41759,16580.84,,,,
41760,16558.87,,,,
41761,16512.89,,,,
41764,16530.55,,,,
41765,16401.02,,,,
41766,16518.54,,,,
41767,16550.97,,,,
41768,16583.34,,,,
41771,16695.47,,,,
41772,16715.44,,,,
41773,16613.97,,,,
41774,16446.81,,,,
41775,16491.31,,,,
41778,16511.86,,,,
41779,16374.31,,,,
41780,16533.06,,,,
41781,16543.08,,,,
41782,16606.27,,,,
41786,16675.5,,,,
41787,16633.18,,,,
41788,16698.74,,,,
41789,16717.17,,,,
41792,16743.63,,,,
41793,16722.34,,,,
41794,16737.53,,,,
41795,16836.11,,,,
41796,16924.28,,,,
41799,16943.1,,,,
41800,16945.92,,,,
41801,16843.88,,,,
41802,16734.19,,,,
41803,16775.74,,,,
41806,16781.01,,,,
41807,16808.49,,,,
41808,16906.62,,,,
41809,16921.46,,,,
41810,16947.08,,,,
41813,16937.26,,,,
41814,16818.13,,,,
41815,16867.51,,,,
41816,16846.13,,,,
41817,16851.84,,,,
41820,16826.6,,,,
41821,16956.07,,,,
41822,16976.24,,,,
41823,17068.26,,,,
41827,17024.21,,,,
41828,16906.62,,,,
41829,16985.61,,,,
41830,16915.07,,,,
41831,16943.81,,,,
41834,17055.42,,,,
41835,17060.68,,,,
41836,17138.2,,,,
41837,16976.81,,,,
41838,17100.18,,,,
41841,17051.73,,,,
41842,17113.54,,,,
41843,17086.63,,,,
41844,17083.8,,,,
41845,16960.57,,,,
41848,16982.59,,,,
41849,16912.11,,,,
41850,16880.36,,,,
41851,16563.3,,,,
41852,16493.37,,,,
41855,16569.28,,,,
41856,16429.47,,,,
41857,16443.34,,,,
41858,16368.27,,,,
41859,16553.93,,,,
41862,16569.98,,,,
41863,16560.54,,,,
41864,16651.8,,,,
41865,16713.58,,,,
41866,16662.91,,,,
41869,16838.74,,,,
41870,16919.59,,,,
41871,16979.13,,,,
41872,17039.49,,,,
41873,17001.22,,,,
41876,17076.87,,,,
41877,17106.7,,,,
41878,17122.01,,,,
41879,17079.57,,,,
41880,17098.45,,,,
41884,17067.56,,,,
41885,17078.28,,,,
41886,17069.58,,,,
41887,17137.36,,,,
41890,17111.42,,,,
41891,17013.87,,,,
41892,17068.71,,,,
41893,17049,,,,
41894,16987.51,,,,
41897,17031.14,,,,
41898,17131.97,,,,
41899,17156.85,,,,
41900,17265.99,,,,
41901,17279.74,,,,
41904,17172.68,,,,
41905,17055.87,,,,
41906,17210.06,,,,
41907,16945.8,,,,
41908,17113.15,,,,
41911,17071.22,,,,
41912,17042.9,,,,
41913,16804.71,,,,
41914,16801.05,,,,
41915,17009.69,,,,
41918,16991.91,,,,
41919,16719.39,,,,
41920,16994.22,,,,
41921,16659.25,,,,
41922,16544.1,,,,
41925,16321.07,,,,
41926,16315.19,,,,
41927,16141.74,,,,
41928,16117.24,,,,
41929,16380.41,,,,
41932,16399.67,,,,
41933,16614.81,,,,
41934,16461.32,,,,
41935,16677.9,,,,
41936,16805.41,,,,
41939,16817.94,,,,
41940,17005.75,,,,
41941,16974.31,,,,
41942,17195.42,,,,
41943,17390.52,,,,
41946,17366.24,,,,
41947,17383.84,,,,
41948,17484.53,,,,
41949,17554.47,,,,
41950,17573.93,,,,
41953,17613.74,,,,
41954,17614.9,,,,
41955,17612.2,,,,
41956,17652.79,,,,
41957,17634.74,,,,
41960,17647.75,,,,
41961,17687.82,,,,
41962,17685.73,,,,
41963,17719,,,,
41964,17810.06,,,,
41967,17817.9,,,,
41968,17814.94,,,,
41969,17827.75,,,,
41971,17828.24,,,,
41974,17776.8,,,,
41975,17879.55,,,,
41976,17912.62,,,,
41977,17900.1,,,,
41978,17958.79,,,,
41981,17852.48,,,,
41982,17801.2,,,,
41983,17533.15,,,,
41984,17596.34,,,,
41985,17280.83,,,,
41988,17180.84,,,,
41989,17068.87,,,,
41990,17356.87,,,,
41991,17778.15,,,,
41992,17804.8,,,,
41995,17959.44,,,,
41996,18024.17,,,,
41997,18030.21,,,,
41999,18053.71,,,,
42002,18038.23,,,,
42003,17983.07,,,,
42004,17823.07,,,,
42006,17832.99,,,,
42009,17501.65,,,,
42010,17371.64,,,,
42011,17584.52,,,,
42012,17907.87,,,,
42013,17737.37,,,,
42016,17640.84,,,,
42017,17613.68,,,,
42018,17427.09,,,,
42019,17320.71,,,,
42020,17511.57,,,,
42024,17515.23,,,,
42025,17554.28,,,,
42026,17813.98,,,,
42027,17672.6,,,,
42030,17678.7,,,,
42031,17387.21,,,,
42032,17191.37,,,,
42033,17416.85,,,,
42034,17164.95,,,,
42037,17361.04,,,,
42038,17666.4,,,,
42039,17673.02,,,,
42040,17884.88,,,,
42041,17824.29,,,,
42044,17729.21,,,,
42045,17868.76,,,,
42046,17862.14,,,,
42047,17972.38,,,,
42048,18019.35,,,,
42052,18047.58,,,,
42053,18029.85,,,,
42054,17985.77,,,,
42055,18140.44,,,,
42058,18116.84,,,,
42059,18209.19,,,,
42060,18224.57,,,,
42061,18214.42,,,,
42062,18132.7,,,,
42065,18288.63,,,,
42066,18203.37,,,,
42067,18096.9,,,,
42068,18135.72,,,,
42069,17856.78,,,,
42072,17995.72,,,,
42073,17662.94,,,,
42074,17635.39,,,,
42075,17895.22,,,,
42076,17749.31,,,,
42079,17977.42,,,,
42080,17849.08,,,,
42081,18076.19,,,,
42082,17959.03,,,,
42083,18127.65,,,,
42086,18116.04,,,,
42087,18011.14,,,,
42088,17718.54,,,,
42089,17678.23,,,,
42090,17712.66,,,,
42093,17976.31,,,,
42094,17776.12,,,,
42095,17698.18,,,,
42096,17763.24,,,,
42100,17880.85,,,,
42101,17875.42,,,,
42102,17902.51,,,,
42103,17958.73,,,,
42104,18057.65,,,,
42107,17977.04,,,,
42108,18036.7,,,,
42109,18112.61,,,,
42110,18105.77,,,,
42111,17826.3,,,,
42114,18034.93,,,,
42115,17949.59,,,,
42116,18038.27,,,,
42117,18058.69,,,,
42118,18080.14,,,,
42121,18037.97,,,,
42122,18110.14,,,,
42123,18035.53,,,,
42124,17840.52,,,,
42125,18024.06,,,,
42128,18070.4,,,,
42129,17928.2,,,,
42130,17841.98,,,,
42131,17924.06,,,,
42132,18191.11,,,,
42135,18105.17,,,,
42136,18068.23,,,,
42137,18060.49,,,,
42138,18252.24,,,,
42139,18272.56,,,,
42142,18298.88,,,,
42143,18312.39,,,,
42144,18285.4,,,,
42145,18285.74,,,,
42146,18232.02,,,,
42150,18041.54,,,,
42151,18162.99,,,,
42152,18126.12,,,,
42153,18010.68,,,,
42156,18040.37,,,,
42157,18011.94,,,,
42158,18076.27,,,,
42159,17905.58,,,,
42160,17849.46,,,,
42163,17766.55,,,,
42164,17764.04,,,,
42165,18000.4,,,,
42166,18039.37,,,,
42167,17898.84,,,,
42170,17791.17,,,,
42171,17904.48,,,,
42172,17935.74,,,,
42173,18115.84,,,,
42174,18015.95,,,,
42177,18119.78,,,,
42178,18144.07,,,,
42179,17966.07,,,,
42180,17890.36,,,,
42181,17946.68,,,,
42184,17596.35,,,,
42185,17619.51,,,,
42186,17757.91,,,,
42187,17730.11,,,,
42191,17683.58,,,,
42192,17776.91,,,,
42193,17515.42,,,,
42194,17548.62,,,,
42195,17760.41,,,,
42198,17977.68,,,,
42199,18053.58,,,,
42200,18050.17,,,,
42201,18120.25,,,,
42202,18086.45,,,,
42205,18100.41,,,,
42206,17919.29,,,,
42207,17851.04,,,,
42208,17731.92,,,,
42209,17568.53,,,,
42212,17440.59,,,,
42213,17630.27,,,,
42214,17751.39,,,,
42215,17745.98,,,,
42216,17689.86,,,,
42219,17598.2,,,,
42220,17550.69,,,,
42221,17540.47,,,,
42222,17419.75,,,,
42223,17373.38,,,,
42226,17615.17,,,,
42227,17402.84,,,,
42228,17402.51,,,,
42229,17408.25,,,,
42230,17477.4,,,,
42233,17545.18,,,,
42234,17511.34,,,,
42235,17348.73,,,,
42236,16990.69,,,,
42237,16459.75,,,,
42240,15871.35,,,,
42241,15666.44,,,,
42242,16285.51,,,,
42243,16654.77,,,,
42244,16643.01,,,,
42247,16528.03,,,,
42248,16058.35,,,,
42249,16351.38,,,,
42250,16374.76,,,,
42251,16102.38,,,,
42255,16492.68,,,,
42256,16253.57,,,,
42257,16330.4,,,,
42258,16433.09,,,,
42261,16370.96,,,,
42262,16599.85,,,,
42263,16739.95,,,,
42264,16674.74,,,,
42265,16384.58,,,,
42268,16510.19,,,,
42269,16330.47,,,,
42270,16279.89,,,,
42271,16201.32,,,,
42272,16314.67,,,,
42275,16001.89,,,,
42276,16049.13,,,,
42277,16284.7,,,,
42278,16272.01,,,,
42279,16472.37,,,,
42282,16776.43,,,,
42283,16790.19,,,,
42284,16912.29,,,,
42285,17050.75,,,,
42286,17084.49,,,,
42289,17131.86,,,,
42290,17081.89,,,,
42291,16924.75,,,,
42292,17141.75,,,,
42293,17215.97,,,,
42296,17230.54,,,,
42297,17217.11,,,,
42298,17168.61,,,,
42299,17489.16,,,,
42300,17646.7,,,,
42303,17623.05,,,,
42304,17581.43,,,,
42305,17779.52,,,,
42306,17755.8,,,,
42307,17663.54,,,,
42310,17828.76,,,,
42311,17918.15,,,,
42312,17867.58,,,,
42313,17863.43,,,,
42314,17910.33,,,,
42317,17730.48,,,,
42318,17758.21,,,,
42319,17702.22,,,,
42320,17448.07,,,,
42321,17245.24,,,,
42324,17483.01,,,,
42325,17489.5,,,,
42326,17737.16,,,,
42327,17732.75,,,,
42328,17823.81,,,,
42331,17792.68,,,,
42332,17812.19,,,,
42333,17813.39,,,,
42335,17798.49,,,,
42338,17719.92,,,,
42339,17888.35,,,,
42340,17729.68,,,,
42341,17477.67,,,,
42342,17847.63,,,,
42345,17730.51,,,,
42346,17568,,,,
42347,17492.3,,,,
42348,17574.75,,,,
42349,17265.21,,,,
42352,17368.5,,,,
42353,17524.91,,,,
42354,17749.09,,,,
42355,17495.84,,,,
42356,17128.55,,,,
42359,17251.62,,,,
42360,17417.27,,,,
42361,17602.61,,,,
42362,17552.17,,,,
42366,17528.27,,,,
42367,17720.98,,,,
42368,17603.87,,,,
42369,17425.03,,,,
42373,17148.94,,,,
42374,17158.66,,,,
42375,16906.51,,,,
42376,16514.1,,,,
42377,16346.45,,,,
42380,16398.57,,,,
42381,16516.22,,,,
42382,16151.41,,,,
42383,16379.05,,,,
42384,15988.08,,,,
42388,16016.02,,,,
42389,15766.74,,,,
42390,15882.68,,,,
42391,16093.51,,,,
42394,15885.22,,,,
42395,16167.23,,,,
42396,15944.46,,,,
42397,16069.64,,,,
42398,16466.3,,,,
42401,16449.18,,,,
42402,16153.54,,,,
42403,16336.66,,,,
42404,16416.58,,,,
42405,16204.97,,,,
42408,16027.05,,,,
42409,16014.38,,,,
42410,15914.74,,,,
42411,15660.18,,,,
42412,15973.84,,,,
42416,16196.41,,,,
42417,16453.83,,,,
42418,16413.43,,,,
42419,16391.99,,,,
42422,16620.66,,,,
42423,16431.78,,,,
42424,16484.99,,,,
42425,16697.29,,,,
42426,16639.97,,,,
42429,16516.5,,,,
42430,16865.08,,,,
42431,16899.32,,,,
42432,16943.9,,,,
42433,17006.77,,,,
42436,17073.95,,,,
42437,16964.1,,,,
42438,17000.36,,,,
42439,16995.13,,,,
42440,17213.31,,,,
42443,17229.13,,,,
42444,17251.53,,,,
42445,17325.76,,,,
42446,17481.49,,,,
42447,17602.3,,,,
42450,17623.87,,,,
42451,17582.57,,,,
42452,17502.59,,,,
42453,17515.73,,,,
42457,17535.39,,,,
42458,17633.11,,,,
42459,17716.66,,,,
42460,17685.09,,,,
42461,17792.75,,,,
42464,17737,,,,
42465,17603.32,,,,
42466,17716.05,,,,
42467,17541.96,,,,
42468,17576.96,,,,
42471,17556.41,,,,
42472,17721.25,,,,
42473,17908.28,,,,
42474,17926.43,,,,
42475,17897.46,,,,
42478,18004.16,,,,
42479,18053.6,,,,
42480,18096.27,,,,
42481,17982.52,,,,
42482,18003.75,,,,
42485,17977.24,,,,
42486,17990.32,,,,
42487,18041.55,,,,
42488,17830.76,,,,
42489,17773.64,,,,
42492,17891.16,,,,
42493,17750.91,,,,
42494,17651.26,,,,
42495,17660.71,,,,
42496,17740.63,,,,
42499,17705.91,,,,
42500,17928.35,,,,
42501,17711.12,,,,
42502,17720.5,,,,
42503,17535.32,,,,
42506,17710.71,,,,
42507,17529.98,,,,
42508,17526.62,,,,
42509,17435.4,,,,
42510,17500.94,,,,
42513,17492.93,,,,
42514,17706.05,,,,
42515,17851.51,,,,
42516,17828.29,,,,
42517,17873.22,,,,
42521,17787.2,,,,
42522,17789.67,,,,
42523,17838.56,,,,
42524,17807.06,,,,
42527,17920.33,,,,
42528,17938.28,,,,
42529,18005.05,,,,
42530,17985.19,,,,
42531,17865.34,,,,
42534,17732.48,,,,
42535,17674.82,,,,
42536,17640.17,,,,
42537,17733.1,,,,
42538,17675.16,,,,
42541,17804.87,,,,
42542,17829.73,,,,
42543,17780.83,,,,
42544,18011.07,,,,
42545,17400.75,,,,
42548,17140.24,,,,
42549,17409.72,,,,
42550,17694.68,,,,
42551,17929.99,,,,
42552,17949.37,,,,
42556,17840.62,,,,
42557,17918.62,,,,
42558,17895.88,,,,
42559,18146.74,,,,
42562,18226.93,,,,
42563,18347.67,,,,
42564,18372.12,,,,
42565,18506.41,,,,
42566,18516.55,,,,
42569,18533.05,,,,
42570,18559.01,,,,
42571,18595.03,,,,
42572,18517.23,,,,
42573,18570.85,,,,
42576,18493.06,,,,
42577,18473.75,,,,
42578,18472.17,,,,
42579,18456.35,,,,
42580,18432.24,,,,
42583,18404.51,,,,
42584,18313.77,,,,
42585,18355,,,,
42586,18352.05,,,,
42587,18543.53,,,,
42590,18529.29,,,,
42591,18533.05,,,,
42592,18495.66,,,,
42593,18613.52,,,,
42594,18576.47,,,,
42597,18636.05,,,,
42598,18552.02,,,,
42599,18573.94,,,,
42600,18597.7,,,,
42601,18552.57,,,,
42604,18529.42,,,,
42605,18547.3,,,,
42606,18481.48,,,,
42607,18448.41,,,,
42608,18395.4,,,,
42611,18502.99,,,,
42612,18454.3,,,,
42613,18400.88,,,,
42614,18419.3,,,,
42615,18491.96,,,,
42619,18538.12,,,,
42620,18526.14,,,,
42621,18479.91,,,,
42622,18085.45,,,,
42625,18325.07,,,,
42626,18066.75,,,,
42627,18034.77,,,,
42628,18212.48,,,,
42629,18123.8,,,,
42632,18120.17,,,,
42633,18129.96,,,,
42634,18293.7,,,,
42635,18392.46,,,,
42636,18261.45,,,,
42639,18094.83,,,,
42640,18228.3,,,,
42641,18339.24,,,,
42642,18143.45,,,,
42643,18308.15,,,,
42646,18253.85,,,,
42647,18168.45,,,,
42648,18281.03,,,,
42649,18268.5,,,,
42650,18240.49,,,,
42653,18329.04,,,,
42654,18128.66,,,,
42655,18144.2,,,,
42656,18098.94,,,,
42657,18138.38,,,,
42660,18086.4,,,,
42661,18161.94,,,,
42662,18202.62,,,,
42663,18162.35,,,,
42664,18145.71,,,,
42667,18223.03,,,,
42668,18169.27,,,,
42669,18199.33,,,,
42670,18169.68,,,,
42671,18161.19,,,,
42674,18142.42,,,,
42675,18037.1,,,,
42676,17959.64,,,,
42677,17930.67,,,,
42678,17888.28,,,,
42681,18259.6,,,,
42682,18332.74,,,,
42683,18589.69,,,,
42684,18807.88,,,,
42685,18847.66,,,,
42688,18868.69,,,,
42689,18923.06,,,,
42690,18868.14,,,,
42691,18903.82,,,,
42692,18867.93,,,,
42695,18956.69,,,,
42696,19023.87,,,,
42697,19083.18,,,,
42699,19152.14,,,,
42702,19097.9,,,,
42703,19121.6,,,,
42704,19123.58,,,,
42705,19191.93,,,,
42706,19170.42,,,,
42709,19216.24,,,,
42710,19251.78,,,,
42711,19549.62,,,,
42712,19614.81,,,,
42713,19756.85,,,,
42716,19796.43,,,,
42717,19911.21,,,,
42718,19792.53,,,,
42719,19852.24,,,,
42720,19843.41,,,,
42723,19883.06,,,,
42724,19974.62,,,,
42725,19941.96,,,,
42726,19918.88,,,,
42727,19933.81,,,,
42731,19945.04,,,,
42732,19833.68,,,,
42733,19819.78,,,,
42734,19762.6,,,,
42738,19881.76,,,,
42739,19942.16,,,,
42740,19899.29,,,,
42741,19963.8,,,,
42744,19887.38,,,,
42745,19855.53,,,,
42746,19954.28,,,,
42747,19891,,,,
42748,19885.73,,,,
42752,19826.77,,,,
42753,19804.72,,,,
42754,19732.4,,,,
42755,19827.25,,,,
42758,19799.85,,,,
42759,19912.71,,,,
42760,20068.51,,,,
42761,20100.91,,,,
42762,20093.78,,,,
42765,19971.13,,,,
42766,19864.09,,,,
42767,19890.94,,,,
42768,19884.91,,,,
42769,20071.46,,,,
42772,20052.42,,,,
42773,20090.29,,,,
42774,20054.34,,,,
42775,20172.4,,,,
42776,20269.37,,,,
42779,20412.16,,,,
42780,20504.41,,,,
42781,20611.86,,,,
42782,20619.77,,,,
42783,20624.05,,,,
42787,20743,,,,
42788,20775.6,,,,
42789,20810.32,,,,
42790,20821.76,,,,
42793,20837.44,,,,
42794,20812.24,,,,
42795,21115.55,,,,
42796,21002.97,,,,
42797,21005.71,,,,
42800,20954.34,,,,
42801,20924.76,,,,
42802,20855.73,,,,
42803,20858.19,,,,
42804,20902.98,,,,
42807,20881.48,,,,
42808,20837.37,,,,
42809,20950.1,,,,
42810,20934.55,,,,
42811,20914.62,,,,
42814,20905.86,,,,
42815,20668.01,,,,
42816,20661.3,,,,
42817,20656.58,,,,
42818,20596.72,,,,
42821,20550.98,,,,
42822,20701.5,,,,
42823,20659.32,,,,
42824,20728.49,,,,
42825,20663.22,,,,
42828,20650.21,,,,
42829,20689.24,,,,
42830,20648.15,,,,
42831,20662.95,,,,
42832,20656.1,,,,
42835,20658.02,,,,
42836,20651.3,,,,
42837,20591.86,,,,
42838,20453.25,,,,
42842,20636.92,,,,
42843,20523.28,,,,
42844,20404.49,,,,
42845,20578.71,,,,
42846,20547.76,,,,
42849,20763.89,,,,
42850,20996.12,,,,
42851,20975.09,,,,
42852,20981.33,,,,
42853,20940.51,,,,
42856,20913.46,,,,
42857,20949.89,,,,
42858,20957.9,,,,
42859,20951.47,,,,
42860,21006.94,,,,
42863,21012.28,,,,
42864,20975.78,,,,
42865,20943.11,,,,
42866,20919.42,,,,
42867,20896.61,,,,
42870,20981.94,,,,
42871,20979.75,,,,
42872,20606.93,,,,
42873,20663.02,,,,
42874,20804.84,,,,
42877,20894.83,,,,
42878,20937.91,,,,
42879,21012.42,,,,
42880,21082.95,,,,
42881,21080.28,,,,
42885,21029.47,,,,
42886,21008.65,,,,
42887,21144.18,,,,
42888,21206.29,,,,
42891,21184.04,,,,
42892,21136.23,,,,
42893,21173.69,,,,
42894,21182.53,,,,
42895,21271.97,,,,
42898,21235.67,,,,
42899,21328.47,,,,
42900,21374.56,,,,
42901,21359.9,,,,
42902,21384.28,,,,
42905,21528.99,,,,
42906,21467.14,,,,
42907,21410.03,,,,
42908,21397.29,,,,
42909,21394.76,,,,
42912,21409.55,,,,
42913,21310.66,,,,
42914,21454.61,,,,
42915,21287.03,,,,
42916,21349.63,,,,
42919,21479.27,,,,
42921,21478.17,,,,
42922,21320.04,,,,
42923,21414.34,,,,
42926,21408.52,,,,
42927,21409.07,,,,
42928,21532.14,,,,
42929,21553.09,,,,
42930,21637.74,,,,
42933,21629.72,,,,
42934,21574.73,,,,
42935,21640.75,,,,
42936,21611.78,,,,
42937,21580.07,,,,
42940,21513.17,,,,
42941,21613.43,,,,
42942,21711.01,,,,
42943,21796.55,,,,
42944,21830.31,,,,
42947,21891.12,,,,
42948,21963.92,,,,
42949,22016.24,,,,
42950,22026.1,,,,
42951,22092.81,,,,
42954,22118.42,,,,
42955,22085.34,,,,
42956,22048.7,,,,
42957,21844.01,,,,
42958,21858.32,,,,
42961,21993.71,,,,
42962,21998.99,,,,
42963,22024.87,,,,
42964,21750.73,,,,
42965,21674.51,,,,
42968,21703.75,,,,
42969,21899.89,,,,
42970,21812.09,,,,
42971,21783.4,,,,
42972,21813.67,,,,
42975,21808.4,,,,
42976,21865.37,,,,
42977,21892.43,,,,
42978,21948.1,,,,
42979,21987.56,,,,
42983,21753.31,,,,
42984,21807.64,,,,
42985,21784.78,,,,
42986,21797.79,,,,
42989,22057.37,,,,
42990,22118.86,,,,
42991,22158.18,,,,
42992,22203.48,,,,
42993,22268.34,,,,
42996,22331.35,,,,
42997,22370.8,,,,
42998,22412.59,,,,
42999,22359.23,,,,
43000,22349.59,,,,
43003,22296.09,,,,
43004,22284.32,,,,
43005,22340.71,,,,
43006,22381.2,,,,
43007,22405.09,,,,
43010,22557.6,,,,
43011,22641.67,,,,
43012,22661.64,,,,
43013,22775.39,,,,
43014,22773.67,,,,
43017,22761.07,,,,
43018,22830.68,,,,
43019,22872.89,,,,
43020,22841.01,,,,
43021,22871.72,,,,
43024,22956.96,,,,
43025,22997.44,,,,
43026,23157.6,,,,
43027,23163.04,,,,
43028,23328.63,,,,
43031,23273.96,,,,
43032,23441.76,,,,
43033,23329.46,,,,
43034,23400.86,,,,
43035,23434.19,,,,
43038,23348.74,,,,
43039,23377.24,,,,
43040,23435.01,,,,
43041,23516.26,,,,
43042,23539.19,,,,
43045,23548.42,,,,
43046,23557.23,,,,
43047,23563.36,,,,
43048,23461.94,,,,
43049,23422.21,,,,
43052,23439.7,,,,
43053,23409.47,,,,
43054,23271.28,,,,
43055,23458.36,,,,
43056,23358.24,,,,
43059,23430.33,,,,
43060,23590.83,,,,
43061,23526.18,,,,
43063,23557.99,,,,
43066,23580.78,,,,
43067,23836.71,,,,
43068,23940.68,,,,
43069,24272.35,,,,
43070,24231.59,,,,
43073,24290.05,,,,
43074,24180.64,,,,
43075,24140.91,,,,
43076,24211.48,,,,
43077,24329.16,,,,
43080,24386.03,,,,
43081,24504.8,,,,
43082,24585.43,,,,
43083,24508.66,,,,
43084,24651.74,,,,
43087,24792.2,,,,
43088,24754.75,,,,
43089,24726.65,,,,
43090,24782.29,,,,
43091,24754.06,,,,
43095,24746.21,,,,
43096,24774.3,,,,
43097,24837.51,,,,
43098,24719.22,,,,
43102,24824.01,,,,
43103,24922.68,,,,
43104,25075.13,,,,
43105,25295.87,,,,
43108,25283,,,,
43109,25385.8,,,,
43110,25369.13,,,,
43111,25574.73,,,,
43112,25803.19,,,,
43116,25792.86,,,,
43117,26115.65,,,,
43118,26017.81,,,,
43119,26071.72,,,,
43122,26214.6,,,,
43123,26210.81,,,,
43124,26252.12,,,,
43125,26392.79,,,,
43126,26616.71,,,,
43129,26439.48,,,,
43130,26076.89,,,,
43131,26149.39,,,,
43132,26186.71,,,,
43133,25520.96,,,,
43136,24345.75,,,,
43137,24912.77,,,,
43138,24893.35,,,,
43139,23860.46,,,,
43140,24190.9,,,,
43143,24601.27,,,,
43144,24640.45,,,,
43145,24893.49,,,,
43146,25200.37,,,,
43147,25219.38,,,,
43151,24964.75,,,,
43152,24797.78,,,,
43153,24962.48,,,,
43154,25309.99,,,,
43157,25709.27,,,,
43158,25410.03,,,,
43159,25029.2,,,,
43160,24608.98,,,,
43161,24538.06,,,,
43164,24874.76,,,,
43165,24884.12,,,,
43166,24801.36,,,,
43167,24895.21,,,,
43168,25335.74,,,,
43171,25178.61,,,,
43172,25007.03,,,,
43173,24758.12,,,,
43174,24873.66,,,,
43175,24946.51,,,,
43178,24610.91,,,,
43179,24727.27,,,,
43180,24682.31,,,,
43181,23957.89,,,,
43182,23533.2,,,,
43185,24202.6,,,,
43186,23857.71,,,,
43187,23848.42,,,,
43188,24103.11,,,,
43192,23644.19,,,,
43193,24033.36,,,,
43194,24264.3,,,,
43195,24505.22,,,,
43196,23932.76,,,,
43199,23979.1,,,,
43200,24408,,,,
43201,24189.45,,,,
43202,24483.05,,,,
